year,iiso3c,eiso3c,value
2013,ABW,BEL,774353.0
2013,ABW,BHS,4712537.0
2013,ABW,CHE,17812626.0
2013,ABW,CHN,25319168.0
2013,ABW,COL,22160086.0
2013,ABW,DOM,9316793.0
2013,ABW,ESP,8708237.0
2013,ABW,FRA,13262797.0
2013,ABW,GBR,88157843.0
2013,ABW,JAM,2428953.0
2013,ABW,KOR,22692559.0
2013,ABW,MEX,14735982.0
2013,ABW,NLD,144310637.0
2013,ABW,PAN,38561288.0
2013,ABW,POL,154633.0
2013,ABW,SUR,972820.0
2013,ABW,TTO,7612651.0
2013,ABW,USA,606477425.0
2013,ABW,VEN,14067783.0
2013,ALB,BEL,22101708.0
2013,ALB,BHS,1613.0
2013,ALB,CHE,77405899.0
2013,ALB,CHN,318062527.0
2013,ALB,COL,1562730.0
2013,ALB,DOM,80933.0
2013,ALB,ESP,75482970.0
2013,ALB,FRA,125743820.0
2013,ALB,GBR,37466334.0
2013,ALB,KOR,22915662.0
2013,ALB,MEX,3456214.0
2013,ALB,NLD,30911853.0
2013,ALB,PAN,117078.0
2013,ALB,POL,73214051.0
2013,ALB,USA,94166952.0
2013,ALB,VEN,1695995.0
2013,ALB,DEU,280347443.0
2013,ALB,IND,23202014.0
2013,ALB,IRN,991420.0
2013,ALB,JPN,17043255.0
2013,ALB,PAK,2501944.0
2013,ALB,SAU,1837502.0
2013,ALB,AFG,4751.0
2013,ALB,ARE,4725207.0
2013,ALB,ARG,16728398.0
2013,ALB,ARM,1584.0
2013,ALB,ATG,9942.0
2013,ALB,AUS,1895124.0
2013,ALB,AUT,58300317.0
2013,ALB,AZE,933.0
2013,ALB,BGD,2420597.0
2013,ALB,BGR,70423716.0
2013,ALB,BHR,846.0
2013,ALB,BIH,30924151.0
2013,ALB,BLR,639420.0
2013,ALB,BLZ,
2013,ALB,BMU,41.0
2013,ALB,BOL,1619.0
2013,ALB,BRA,40778846.0
2013,ALB,BTN,6303.0
2013,ALB,CAF,18821.0
2013,ALB,CAN,29516686.0
2013,ALB,CHL,221531.0
2013,ALB,CIV,648768.0
2013,ALB,CMR,388148.0
2013,ALB,COG,61638.0
2013,ALB,COM,1956.0
2013,ALB,CPV,177812.0
2013,ALB,CRI,454636.0
2013,ALB,CUB,190679.0
2013,ALB,CYM,
2013,ALB,CYP,2144462.0
2013,ALB,CZE,38610787.0
2013,ALB,DJI,
2013,ALB,DNK,4604447.0
2013,ALB,DZA,8001318.0
2013,ALB,ECU,15659731.0
2013,ALB,EGY,24666096.0
2013,ALB,EST,377164.0
2013,ALB,ETH,388824.0
2013,ALB,FIN,5268060.0
2013,ALB,GAB,217241.0
2013,ALB,GEO,54743.0
2013,ALB,GHA,27027.0
2013,ALB,GIN,394450.0
2013,ALB,GNQ,
2013,ALB,GRC,376757142.0
2013,ALB,GTM,3039273.0
2013,ALB,GUY,3886.0
2013,ALB,HKG,1110148.0
2013,ALB,HND,585822.0
2013,ALB,HRV,40859577.0
2013,ALB,HUN,40658650.0
2013,ALB,IDN,18801696.0
2013,ALB,IRL,10624883.0
2013,ALB,IRQ,
2013,ALB,ISL,16558.0
2013,ALB,ISR,3932737.0
2013,ALB,ITA,1195929572.0
2013,ALB,JOR,350880.0
2013,ALB,KAZ,7489648.0
2013,ALB,KEN,23797.0
2013,ALB,KGZ,353395.0
2013,ALB,KHM,125589.0
2013,ALB,KWT,142061.0
2013,ALB,LAO,3684.0
2013,ALB,LBN,53582.0
2013,ALB,LBY,
2013,ALB,LKA,303180.0
2013,ALB,LTU,1850006.0
2013,ALB,LUX,185764.0
2013,ALB,LVA,391417.0
2013,ALB,MAC,43843.0
2013,ALB,MAR,4300174.0
2013,ALB,MDA,203502.0
2013,ALB,MDG,125094.0
2013,ALB,MHL,176.0
2013,ALB,MKD,81302187.0
2013,ALB,MLT,3183900.0
2013,ALB,MMR,1843.0
2013,ALB,MNG,874.0
2013,ALB,MOZ,136.0
2013,ALB,MRT,205536.0
2013,ALB,MUS,4572.0
2013,ALB,MWI,84.0
2013,ALB,MYS,3763478.0
2013,ALB,NAM,39239.0
2013,ALB,NER,3108.0
2013,ALB,NGA,1524.0
2013,ALB,NIC,5215.0
2013,ALB,NOR,1864435.0
2013,ALB,NPL,
2013,ALB,NZL,576703.0
2013,ALB,OMN,383683.0
2013,ALB,PER,755554.0
2013,ALB,PHL,339207.0
2013,ALB,PNG,2314.0
2013,ALB,PRK,50672.0
2013,ALB,PRT,4872221.0
2013,ALB,PRY,1042556.0
2013,ALB,QAT,3024549.0
2013,ALB,RUS,91220169.0
2013,ALB,SEN,56378.0
2013,ALB,SGP,1221506.0
2013,ALB,SLE,15837.0
2013,ALB,SLV,5743.0
2013,ALB,SMR,283757.0
2013,ALB,SVK,12223900.0
2013,ALB,SVN,34536436.0
2013,ALB,SWE,9466876.0
2013,ALB,SWZ,383630.0
2013,ALB,SYC,38714.0
2013,ALB,SYR,1040021.0
2013,ALB,TCA,126014.0
2013,ALB,THA,12621076.0
2013,ALB,TJK,393268.0
2013,ALB,TKM,
2013,ALB,TON,36719.0
2013,ALB,TUN,5177161.0
2013,ALB,TUR,309219769.0
2013,ALB,TZA,6496.0
2013,ALB,UGA,309260.0
2013,ALB,UKR,43051225.0
2013,ALB,URY,167519.0
2013,ALB,VCT,183.0
2013,ALB,VNM,8396892.0
2013,ALB,YEM,14822.0
2013,ALB,ZAF,619904.0
2013,ARG,BEL,412813198.0
2013,ARG,BHS,4940607.0
2013,ARG,CHE,509955717.0
2013,ARG,CHN,10991922044.0
2013,ARG,COL,434427921.0
2013,ARG,DOM,2738147.0
2013,ARG,ESP,1356017471.0
2013,ARG,FRA,1982793962.0
2013,ARG,GBR,521820372.0
2013,ARG,JAM,7700.0
2013,ARG,KOR,1227767931.0
2013,ARG,MEX,2130786268.0
2013,ARG,NLD,287776471.0
2013,ARG,PAN,2131996.0
2013,ARG,POL,217694942.0
2013,ARG,SUR,620.0
2013,ARG,TTO,1861349861.0
2013,ARG,USA,6098077191.0
2013,ARG,VEN,51600938.0
2013,ARG,DEU,3831500869.0
2013,ARG,IND,762607848.0
2013,ARG,IRN,66919.0
2013,ARG,JPN,1470518567.0
2013,ARG,PAK,61601892.0
2013,ARG,SAU,19658762.0
2013,ARG,AFG,441420.0
2013,ARG,ARE,9388823.0
2013,ARG,ARG,34203543.0
2013,ARG,ARM,1193.0
2013,ARG,ATG,262.0
2013,ARG,AUS,205544487.0
2013,ARG,AUT,226976721.0
2013,ARG,AZE,50842.0
2013,ARG,BGD,9296223.0
2013,ARG,BGR,17996842.0
2013,ARG,BHR,6697989.0
2013,ARG,BIH,1438171.0
2013,ARG,BLR,1636636.0
2013,ARG,BLZ,13595.0
2013,ARG,BOL,1745910733.0
2013,ARG,BRA,18670034717.0
2013,ARG,BTN,353.0
2013,ARG,CAF,1979.0
2013,ARG,CAN,473220214.0
2013,ARG,CHL,951766864.0
2013,ARG,CIV,1712158.0
2013,ARG,CMR,328442.0
2013,ARG,COG,34376.0
2013,ARG,COM,26981.0
2013,ARG,CPV,
2013,ARG,CRI,53031462.0
2013,ARG,CUB,11303355.0
2013,ARG,CYP,94824.0
2013,ARG,CZE,163764788.0
2013,ARG,DJI,
2013,ARG,DNK,160464091.0
2013,ARG,DZA,10488.0
2013,ARG,ECU,273965142.0
2013,ARG,EGY,116506214.0
2013,ARG,EST,3806228.0
2013,ARG,ETH,134401.0
2013,ARG,FIN,152223361.0
2013,ARG,GAB,1747352.0
2013,ARG,GEO,375553.0
2013,ARG,GHA,80372.0
2013,ARG,GIN,4426.0
2013,ARG,GNQ,30896.0
2013,ARG,GRC,14577278.0
2013,ARG,GTM,3999809.0
2013,ARG,GUY,14979.0
2013,ARG,HKG,27045667.0
2013,ARG,HND,8674886.0
2013,ARG,HRV,3458145.0
2013,ARG,HUN,146870777.0
2013,ARG,IDN,370720708.0
2013,ARG,IRL,219337533.0
2013,ARG,IRQ,3232.0
2013,ARG,ISL,471548.0
2013,ARG,ISR,131573810.0
2013,ARG,ITA,1634498159.0
2013,ARG,JOR,1776206.0
2013,ARG,KAZ,232233.0
2013,ARG,KEN,303401.0
2013,ARG,KGZ,256.0
2013,ARG,KHM,15357821.0
2013,ARG,KWT,132.0
2013,ARG,LAO,41007.0
2013,ARG,LBN,2687937.0
2013,ARG,LBY,30.0
2013,ARG,LKA,6401579.0
2013,ARG,LTU,17105486.0
2013,ARG,LUX,9579742.0
2013,ARG,LVA,591109.0
2013,ARG,MAC,120710.0
2013,ARG,MAR,44786590.0
2013,ARG,MDA,10024.0
2013,ARG,MDG,744276.0
2013,ARG,MKD,2387666.0
2013,ARG,MLT,4434251.0
2013,ARG,MMR,8182733.0
2013,ARG,MNG,
2013,ARG,MOZ,2852914.0
2013,ARG,MRT,74.0
2013,ARG,MUS,187026.0
2013,ARG,MWI,4456858.0
2013,ARG,MYS,446540731.0
2013,ARG,NAM,8224808.0
2013,ARG,NER,4738.0
2013,ARG,NGA,258905380.0
2013,ARG,NIC,399687.0
2013,ARG,NOR,88179320.0
2013,ARG,NPL,205263.0
2013,ARG,NZL,16250062.0
2013,ARG,OMN,1445054.0
2013,ARG,PER,133022227.0
2013,ARG,PHL,104328376.0
2013,ARG,PNG,12776.0
2013,ARG,PRT,228152826.0
2013,ARG,PRY,526187886.0
2013,ARG,QAT,1060504747.0
2013,ARG,RUS,291279827.0
2013,ARG,SEN,99451.0
2013,ARG,SGP,111040746.0
2013,ARG,SLE,651813.0
2013,ARG,SLV,609468.0
2013,ARG,SMR,268160.0
2013,ARG,SVK,66905985.0
2013,ARG,SVN,22443230.0
2013,ARG,SWE,264749443.0
2013,ARG,SWZ,28500.0
2013,ARG,SYC,60349.0
2013,ARG,SYR,86052.0
2013,ARG,THA,936819638.0
2013,ARG,TJK,2316.0
2013,ARG,TKM,700.0
2013,ARG,TUN,18147988.0
2013,ARG,TUR,381105382.0
2013,ARG,TZA,203250.0
2013,ARG,UGA,256.0
2013,ARG,UKR,18907709.0
2013,ARG,URY,475385424.0
2013,ARG,VCT,
2013,ARG,VNM,197766586.0
2013,ARG,YEM,10781.0
2013,ARG,ZAF,242502380.0
2013,ARG,ALB,155425.0
2013,ARG,BDI,
2013,ARG,BRB,63.0
2013,ARG,BRN,8137.0
2013,ARG,DMA,7111.0
2013,ARG,FJI,43572.0
2013,ARG,MLI,
2013,ARG,RWA,
2013,ARG,SLB,
2013,ARG,SOM,431624.0
2013,ARG,UZB,939894.0
2013,ARG,ABW,
2013,ARG,AGO,13018.0
2013,ARG,BEN,1116.0
2013,ARG,BFA,421.0
2013,ARG,BWA,1110.0
2013,ARG,ERI,
2013,ARG,GMB,772.0
2013,ARG,GNB,
2013,ARG,GRD,
2013,ARG,HTI,108239.0
2013,ARG,KNA,63183.0
2013,ARG,LBR,
2013,ARG,LCA,
2013,ARG,LSO,314.0
2013,ARG,MDV,
2013,ARG,MNP,1030.0
2013,ARG,SDN,238604.0
2013,ARG,TCD,65518.0
2013,ARG,TGO,2741.0
2013,ARG,VUT,
2013,ARG,ZMB,332.0
2013,ARG,ZWE,2194895.0
2013,ARM,BEL,70188189.0
2013,ARM,CHE,172283914.0
2013,ARM,CHN,368606048.0
2013,ARM,COL,497247.0
2013,ARM,DOM,107646.0
2013,ARM,ESP,51223675.0
2013,ARM,FRA,61772743.0
2013,ARM,GBR,43742312.0
2013,ARM,KOR,49601279.0
2013,ARM,MEX,7179819.0
2013,ARM,NLD,31992377.0
2013,ARM,PAN,1812532.0
2013,ARM,POL,42653158.0
2013,ARM,SUR,35.0
2013,ARM,TTO,
2013,ARM,USA,117297453.0
2013,ARM,DEU,172496372.0
2013,ARM,IND,66248836.0
2013,ARM,IRN,184219663.0
2013,ARM,JPN,44187726.0
2013,ARM,PAK,3791536.0
2013,ARM,SAU,3294397.0
2013,ARM,AFG,5586.0
2013,ARM,ARE,66917114.0
2013,ARM,ARG,11603013.0
2013,ARM,ATG,120.0
2013,ARM,AUS,6015754.0
2013,ARM,AUT,54691142.0
2013,ARM,BGD,5686163.0
2013,ARM,BGR,22005750.0
2013,ARM,BHR,4962.0
2013,ARM,BIH,163841.0
2013,ARM,BLR,37663429.0
2013,ARM,BLZ,
2013,ARM,BMU,82.0
2013,ARM,BOL,15532.0
2013,ARM,BRA,87299935.0
2013,ARM,CAN,23178617.0
2013,ARM,CHL,2028073.0
2013,ARM,CIV,2708508.0
2013,ARM,CMR,167100.0
2013,ARM,COM,4046.0
2013,ARM,CRI,3107755.0
2013,ARM,CUB,147782.0
2013,ARM,CYP,1627807.0
2013,ARM,CZE,20179447.0
2013,ARM,DJI,136.0
2013,ARM,DNK,5373037.0
2013,ARM,ECU,8290566.0
2013,ARM,EGY,5192495.0
2013,ARM,EST,1667678.0
2013,ARM,ETH,340659.0
2013,ARM,FIN,22452097.0
2013,ARM,GAB,39928.0
2013,ARM,GEO,64727066.0
2013,ARM,GHA,684664.0
2013,ARM,GRC,22031497.0
2013,ARM,GTM,35021.0
2013,ARM,HKG,2194856.0
2013,ARM,HND,251382.0
2013,ARM,HRV,2649188.0
2013,ARM,HUN,14810292.0
2013,ARM,IDN,30302252.0
2013,ARM,IRL,6558459.0
2013,ARM,IRQ,1848254.0
2013,ARM,ISL,59051.0
2013,ARM,ISR,8555553.0
2013,ARM,ITA,162046207.0
2013,ARM,JOR,742875.0
2013,ARM,KAZ,729669.0
2013,ARM,KEN,2761292.0
2013,ARM,KGZ,5189.0
2013,ARM,KHM,1278816.0
2013,ARM,KWT,346713.0
2013,ARM,LAO,22308.0
2013,ARM,LBN,1728054.0
2013,ARM,LKA,2452157.0
2013,ARM,LTU,1410293.0
2013,ARM,LUX,531449.0
2013,ARM,LVA,1709454.0
2013,ARM,MAC,3456.0
2013,ARM,MAR,2027689.0
2013,ARM,MDA,1255371.0
2013,ARM,MDG,86427.0
2013,ARM,MKD,281754.0
2013,ARM,MLT,34877.0
2013,ARM,MMR,160436.0
2013,ARM,MNG,
2013,ARM,MOZ,
2013,ARM,MRT,2246.0
2013,ARM,MUS,246624.0
2013,ARM,MWI,3052022.0
2013,ARM,MYS,14453995.0
2013,ARM,NAM,255.0
2013,ARM,NER,2488.0
2013,ARM,NGA,687437.0
2013,ARM,NIC,27571.0
2013,ARM,NOR,1747661.0
2013,ARM,NPL,77799.0
2013,ARM,NZL,17603431.0
2013,ARM,OMN,1026504.0
2013,ARM,PER,288717.0
2013,ARM,PHL,1871843.0
2013,ARM,PRK,364.0
2013,ARM,PRT,8939110.0
2013,ARM,PRY,267297.0
2013,ARM,QAT,550947.0
2013,ARM,RUS,1005880593.0
2013,ARM,SEN,819.0
2013,ARM,SGP,3197511.0
2013,ARM,SLE,189407.0
2013,ARM,SLV,59986.0
2013,ARM,SMR,10066.0
2013,ARM,SVK,7055248.0
2013,ARM,SVN,8235609.0
2013,ARM,SWE,19274078.0
2013,ARM,SYR,1100668.0
2013,ARM,THA,20491622.0
2013,ARM,TJK,768467.0
2013,ARM,TKM,1466884.0
2013,ARM,TUN,1304135.0
2013,ARM,TUR,208608338.0
2013,ARM,TZA,40898.0
2013,ARM,UGA,1925910.0
2013,ARM,UKR,223347769.0
2013,ARM,URY,177749.0
2013,ARM,VNM,14410718.0
2013,ARM,YEM,52.0
2013,ARM,ZAF,45338785.0
2013,ARM,ALB,449585.0
2013,ARM,BRB,640.0
2013,ARM,BRN,184.0
2013,ARM,MLI,151.0
2013,ARM,SOM,3022.0
2013,ARM,UZB,1437463.0
2013,ARM,ERI,72.0
2013,ARM,GMB,858.0
2013,ARM,GRD,352.0
2013,ARM,HTI,25421.0
2013,ARM,LSO,3882.0
2013,ARM,MDV,120.0
2013,ARM,SDN,591.0
2013,ARM,TGO,25961.0
2013,ARM,ZMB,559.0
2013,ARM,ZWE,9480773.0
2013,ARM,FSM,4076.0
2013,ARM,TUV,596.0
2013,ATG,BEL,902915.0
2013,ATG,BHS,132381.0
2013,ATG,CHE,3926303.0
2013,ATG,CHN,19424780.0
2013,ATG,COL,2841352.0
2013,ATG,DOM,4390334.0
2013,ATG,ESP,715981.0
2013,ATG,FRA,5221595.0
2013,ATG,GBR,14026519.0
2013,ATG,JAM,5388346.0
2013,ATG,KOR,4676842.0
2013,ATG,MEX,3690627.0
2013,ATG,NLD,3875890.0
2013,ATG,PAN,1883378.0
2013,ATG,POL,45035.0
2013,ATG,SUR,214910.0
2013,ATG,TTO,13875389.0
2013,ATG,USA,176432542.0
2013,ATG,VEN,243841.0
2013,ATG,DEU,3557563.0
2013,ATG,IND,1388328.0
2013,ATG,JPN,10234458.0
2013,ATG,PAK,44756.0
2013,ATG,SAU,395.0
2013,ATG,AFG,204.0
2013,ATG,ARE,28047.0
2013,ATG,ARG,657141.0
2013,ATG,ARM,14631.0
2013,ATG,AUS,681493.0
2013,ATG,AUT,258473.0
2013,ATG,BGD,45656.0
2013,ATG,BGR,44799.0
2013,ATG,BIH,7.0
2013,ATG,BLR,1485.0
2013,ATG,BLZ,8828.0
2013,ATG,BMU,18980.0
2013,ATG,BOL,1311.0
2013,ATG,BRA,6419236.0
2013,ATG,BTN,27.0
2013,ATG,CAF,1112.0
2013,ATG,CAN,5636390.0
2013,ATG,CHL,1328078.0
2013,ATG,CRI,639864.0
2013,ATG,CUB,17474.0
2013,ATG,CYM,6285.0
2013,ATG,CYP,83050.0
2013,ATG,CZE,11366.0
2013,ATG,DNK,620195.0
2013,ATG,ECU,97936.0
2013,ATG,EGY,2387.0
2013,ATG,EST,317863.0
2013,ATG,ETH,482.0
2013,ATG,FIN,221988.0
2013,ATG,GAB,6683.0
2013,ATG,GHA,2753.0
2013,ATG,GRC,1895.0
2013,ATG,GTM,816377.0
2013,ATG,GUY,3094039.0
2013,ATG,HKG,819396.0
2013,ATG,HND,1053485.0
2013,ATG,HRV,7228.0
2013,ATG,HUN,149472.0
2013,ATG,IDN,510231.0
2013,ATG,IRL,194605.0
2013,ATG,ISL,108.0
2013,ATG,ISR,411357.0
2013,ATG,ITA,4053038.0
2013,ATG,JOR,2315.0
2013,ATG,KHM,21368.0
2013,ATG,LBN,56.0
2013,ATG,LKA,26302.0
2013,ATG,LTU,94.0
2013,ATG,LUX,284144.0
2013,ATG,LVA,24813.0
2013,ATG,MAC,40.0
2013,ATG,MAR,5549.0
2013,ATG,MLT,168949.0
2013,ATG,MRT,16821.0
2013,ATG,MUS,17659.0
2013,ATG,MYS,757350.0
2013,ATG,NAM,2311.0
2013,ATG,NGA,26623.0
2013,ATG,NIC,12503.0
2013,ATG,NOR,391926.0
2013,ATG,NPL,215.0
2013,ATG,NZL,579564.0
2013,ATG,PER,846546.0
2013,ATG,PHL,96149.0
2013,ATG,PRK,1090247.0
2013,ATG,PRT,52790.0
2013,ATG,QAT,
2013,ATG,RUS,10732.0
2013,ATG,SGP,126351.0
2013,ATG,SLE,2729.0
2013,ATG,SLV,203334.0
2013,ATG,SVK,867.0
2013,ATG,SVN,3142.0
2013,ATG,SWE,505686.0
2013,ATG,SWZ,20664.0
2013,ATG,SYR,33275.0
2013,ATG,TCA,708.0
2013,ATG,THA,2473078.0
2013,ATG,TUN,31520.0
2013,ATG,TUR,424894.0
2013,ATG,UKR,4988.0
2013,ATG,URY,1498.0
2013,ATG,VCT,5753086.0
2013,ATG,VNM,283515.0
2013,ATG,ZAF,890445.0
2013,ATG,ALB,
2013,ATG,BRB,5237537.0
2013,ATG,DMA,2647882.0
2013,ATG,FJI,56712.0
2013,ATG,PYF,
2013,ATG,ABW,1608.0
2013,ATG,BWA,685.0
2013,ATG,GRD,1596884.0
2013,ATG,HTI,7748.0
2013,ATG,KNA,818490.0
2013,ATG,LCA,589708.0
2013,ATG,LSO,89.0
2013,ATG,VUT,
2013,ATG,ZWE,918.0
2013,AUS,BEL,1595723389.0
2013,AUS,BHS,5456864.0
2013,AUS,CHE,2854243259.0
2013,AUS,CHN,43262520183.0
2013,AUS,COL,51382973.0
2013,AUS,DOM,27662586.0
2013,AUS,ESP,2401744178.0
2013,AUS,FRA,3791549838.0
2013,AUS,GBR,5890631314.0
2013,AUS,JAM,1027890.0
2013,AUS,KOR,5975697610.0
2013,AUS,MEX,1676988068.0
2013,AUS,NLD,1632141968.0
2013,AUS,PAN,6391605.0
2013,AUS,POL,506465665.0
2013,AUS,SUR,254177.0
2013,AUS,TTO,9407795.0
2013,AUS,USA,23233683745.0
2013,AUS,VEN,1379737.0
2013,AUS,DEU,10758001605.0
2013,AUS,IND,2268441490.0
2013,AUS,IRN,22951224.0
2013,AUS,JPN,14169765071.0
2013,AUS,PAK,186977105.0
2013,AUS,SAU,166647758.0
2013,AUS,AFG,1021602.0
2013,AUS,ARE,3604560268.0
2013,AUS,ARG,783803657.0
2013,AUS,ARM,538640.0
2013,AUS,ATG,12712.0
2013,AUS,AUS,1040478999.0
2013,AUS,AUT,843044529.0
2013,AUS,AZE,276038084.0
2013,AUS,BGD,447817452.0
2013,AUS,BGR,42644473.0
2013,AUS,BHR,72889864.0
2013,AUS,BIH,3495624.0
2013,AUS,BLR,5103621.0
2013,AUS,BLZ,2876901.0
2013,AUS,BMU,20882993.0
2013,AUS,BOL,21956263.0
2013,AUS,BRA,542354435.0
2013,AUS,BTN,523516.0
2013,AUS,CAF,11727.0
2013,AUS,CAN,1888690979.0
2013,AUS,CHL,966692279.0
2013,AUS,CIV,7967073.0
2013,AUS,CMR,563772.0
2013,AUS,COG,910259393.0
2013,AUS,COM,209205.0
2013,AUS,CPV,146337.0
2013,AUS,CRI,129816135.0
2013,AUS,CUB,7307972.0
2013,AUS,CYM,661461.0
2013,AUS,CYP,15958811.0
2013,AUS,CZE,609759315.0
2013,AUS,DJI,386029.0
2013,AUS,DNK,1044308583.0
2013,AUS,DZA,78875422.0
2013,AUS,ECU,19464258.0
2013,AUS,EGY,24627747.0
2013,AUS,EST,39939470.0
2013,AUS,ETH,13755634.0
2013,AUS,FIN,737749045.0
2013,AUS,GAB,942566553.0
2013,AUS,GEO,2423189.0
2013,AUS,GHA,6007638.0
2013,AUS,GIN,362457.0
2013,AUS,GNQ,29385584.0
2013,AUS,GRC,163613490.0
2013,AUS,GTM,11705604.0
2013,AUS,GUY,424206.0
2013,AUS,HKG,1120814729.0
2013,AUS,HND,31522317.0
2013,AUS,HRV,23317072.0
2013,AUS,HUN,292567482.0
2013,AUS,IDN,5212509026.0
2013,AUS,IRL,1450026734.0
2013,AUS,IRQ,7647.0
2013,AUS,ISL,11472977.0
2013,AUS,ISR,634270086.0
2013,AUS,ITA,5508116517.0
2013,AUS,JOR,11560153.0
2013,AUS,KAZ,1471423.0
2013,AUS,KEN,28492786.0
2013,AUS,KGZ,72407.0
2013,AUS,KHM,76638156.0
2013,AUS,KWT,102887088.0
2013,AUS,LAO,50647696.0
2013,AUS,LBN,12742847.0
2013,AUS,LBY,734727598.0
2013,AUS,LKA,143535985.0
2013,AUS,LTU,47216029.0
2013,AUS,LUX,42320330.0
2013,AUS,LVA,9861188.0
2013,AUS,MAC,9937700.0
2013,AUS,MAR,28050965.0
2013,AUS,MDA,1567519.0
2013,AUS,MDG,4078280.0
2013,AUS,MHL,361333.0
2013,AUS,MKD,6048202.0
2013,AUS,MLT,19194691.0
2013,AUS,MMR,20493986.0
2013,AUS,MNG,440573.0
2013,AUS,MOZ,706308.0
2013,AUS,MRT,20638.0
2013,AUS,MUS,10743809.0
2013,AUS,MWI,274688.0
2013,AUS,MYS,8218859289.0
2013,AUS,NAM,7293102.0
2013,AUS,NER,866792.0
2013,AUS,NGA,1804843271.0
2013,AUS,NIC,12876616.0
2013,AUS,NOR,385711776.0
2013,AUS,NPL,6101466.0
2013,AUS,NZL,6952142505.0
2013,AUS,OMN,76148835.0
2013,AUS,PER,132459748.0
2013,AUS,PHL,671778580.0
2013,AUS,PNG,2878838739.0
2013,AUS,PRK,24173.0
2013,AUS,PRT,131486667.0
2013,AUS,PRY,764527.0
2013,AUS,QAT,631725500.0
2013,AUS,RUS,990254161.0
2013,AUS,SEN,273878.0
2013,AUS,SGP,3444927596.0
2013,AUS,SLE,15815667.0
2013,AUS,SLV,8871843.0
2013,AUS,SVK,315055482.0
2013,AUS,SVN,81790317.0
2013,AUS,SWE,1900170590.0
2013,AUS,SWZ,3643810.0
2013,AUS,SYC,2120569.0
2013,AUS,SYR,1240995.0
2013,AUS,TCA,6110.0
2013,AUS,THA,10569125705.0
2013,AUS,TJK,1725.0
2013,AUS,TKM,
2013,AUS,TON,1339477.0
2013,AUS,TUN,18107893.0
2013,AUS,TUR,576407845.0
2013,AUS,TZA,5404131.0
2013,AUS,UGA,2769194.0
2013,AUS,UKR,40017504.0
2013,AUS,URY,20319576.0
2013,AUS,VCT,
2013,AUS,VNM,3622674970.0
2013,AUS,YEM,28359.0
2013,AUS,ZAF,855816367.0
2013,AUS,ALB,619669.0
2013,AUS,BDI,197523.0
2013,AUS,BRB,3871737.0
2013,AUS,BRN,825423615.0
2013,AUS,DMA,263622.0
2013,AUS,FJI,155738457.0
2013,AUS,MLI,1359189.0
2013,AUS,NCL,125316252.0
2013,AUS,PYF,1699352.0
2013,AUS,RWA,760209.0
2013,AUS,SLB,89999301.0
2013,AUS,SOM,38178.0
2013,AUS,UZB,2015290.0
2013,AUS,AGO,32726258.0
2013,AUS,BEN,1525.0
2013,AUS,BFA,
2013,AUS,BWA,646977.0
2013,AUS,ERI,
2013,AUS,GMB,53319.0
2013,AUS,GRD,64931.0
2013,AUS,HTI,1660948.0
2013,AUS,KNA,147018.0
2013,AUS,LBR,101970.0
2013,AUS,LCA,6325.0
2013,AUS,LSO,2334050.0
2013,AUS,MDV,927066.0
2013,AUS,MNP,1694.0
2013,AUS,SDN,194973.0
2013,AUS,TCD,
2013,AUS,TGO,19256.0
2013,AUS,VUT,1993815.0
2013,AUS,ZMB,110691.0
2013,AUS,ZWE,253686.0
2013,AUS,FSM,34422.0
2013,AUS,TUV,394434.0
2013,AUS,KIR,161111.0
2013,AUS,PLW,5720.0
2013,AUS,STP,92073.0
2013,AUS,WSM,1606536.0
2013,AUT,BEL,2497152051.0
2013,AUT,BHS,1136473.0
2013,AUT,CHE,9211684323.0
2013,AUT,CHN,8704791475.0
2013,AUT,COL,34207616.0
2013,AUT,DOM,20330850.0
2013,AUT,ESP,2653070925.0
2013,AUT,FRA,4825137607.0
2013,AUT,GBR,2513880667.0
2013,AUT,JAM,340549.0
2013,AUT,KOR,1061332779.0
2013,AUT,MEX,325422956.0
2013,AUT,NLD,4309923512.0
2013,AUT,PAN,4286522.0
2013,AUT,POL,3363293425.0
2013,AUT,SUR,4031099.0
2013,AUT,TTO,10056.0
2013,AUT,USA,5515019740.0
2013,AUT,VEN,954670.0
2013,AUT,DEU,59348427112.0
2013,AUT,IND,729532078.0
2013,AUT,IRN,19791773.0
2013,AUT,JPN,2096361223.0
2013,AUT,PAK,105880324.0
2013,AUT,SAU,490951491.0
2013,AUT,AFG,198571.0
2013,AUT,ARE,208013196.0
2013,AUT,ARG,148819165.0
2013,AUT,ARM,3620310.0
2013,AUT,ATG,
2013,AUT,AUS,68376729.0
2013,AUT,AZE,605238135.0
2013,AUT,BGD,456131048.0
2013,AUT,BGR,513791479.0
2013,AUT,BHR,13132410.0
2013,AUT,BIH,514483518.0
2013,AUT,BLR,29992703.0
2013,AUT,BLZ,268399.0
2013,AUT,BMU,55321.0
2013,AUT,BOL,7269926.0
2013,AUT,BRA,365883014.0
2013,AUT,BTN,7884.0
2013,AUT,CAF,196296.0
2013,AUT,CAN,536287563.0
2013,AUT,CHL,155497532.0
2013,AUT,CIV,16289258.0
2013,AUT,CMR,4201632.0
2013,AUT,COG,92105.0
2013,AUT,COM,198814.0
2013,AUT,CPV,107813.0
2013,AUT,CRI,38934411.0
2013,AUT,CUB,4485370.0
2013,AUT,CYM,
